,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
361,Honda,2019,3.9,Diesel,Manual,150033,Used,66595.44,Civic
362,Honda,2001,3.9,Electric,Manual,20044,New,59133.42,Accord
363,Mercedes,2013,6.0,Diesel,Manual,99372,Used,20924.09,E-Class
364,Ford,2003,4.8,Electric,Manual,276850,Like New,84586.96,Fiesta
365,Audi,2000,3.2,Electric,Manual,137046,Like New,96270.31,Q7
366,Toyota,2022,4.5,Hybrid,Manual,21213,New,8884.27,Prius
367,BMW,2017,2.9,Diesel,Manual,1950,Like New,12413.03,X3
368,Toyota,2012,2.1,Electric,Manual,254043,New,89048.83,RAV4
369,BMW,2001,4.0,Petrol,Manual,216085,Like New,82477.46,X5
370,Toyota,2008,5.6,Electric,Manual,272555,Like New,63703.77,Prius
371,Mercedes,2020,5.6,Electric,Manual,148843,New,94771.69,GLA
372,Audi,2001,2.7,Petrol,Manual,297197,Like New,66410.9,Q5
373,BMW,2008,3.6,Diesel,Automatic,248966,Like New,25518.6,3 Series
374,Tesla,2000,2.1,Hybrid,Manual,138117,New,74221.02,Model X
375,Ford,2010,6.0,Hybrid,Manual,29714,Used,66342.48,Explorer
376,Toyota,2002,5.9,Hybrid,Manual,165458,New,98645.75,RAV4
377,Toyota,2019,4.2,Petrol,Manual,270706,Like New,25320.09,Corolla
378,BMW,2022,5.0,Electric,Manual,12026,Used,61799.07,3 Series
379,Ford,2003,4.6,Diesel,Manual,106147,Used,79115.91,Fiesta
380,Ford,2017,4.0,Electric,Automatic,31589,Used,37203.39,Fiesta
381,Mercedes,2022,1.3,Hybrid,Automatic,108199,New,41069.56,C-Class
382,Tesla,2005,3.3,Electric,Automatic,288988,Used,89350.67,Model Y
383,Mercedes,2002,4.4,Petrol,Manual,208574,Used,43398.51,E-Class
384,Mercedes,2021,4.4,Petrol,Manual,214340,Used,64349.62,GLA
385,Mercedes,2010,2.9,Diesel,Manual,54708,Like New,89477.62,GLC
386,Mercedes,2014,5.7,Diesel,Automatic,70825,New,24933.53,C-Class
387,Mercedes,2021,1.8,Hybrid,Manual,51574,New,98278.34,GLA
388,Audi,2004,3.5,Diesel,Manual,232409,Like New,71685.59,A3
389,Ford,2019,4.5,Electric,Automatic,186381,Used,52131.56,Explorer
390,Mercedes,2009,4.5,Petrol,Automatic,64230,Like New,45937.45,C-Class
391,Ford,2011,4.2,Petrol,Manual,254451,Like New,95664.64,Mustang
392,Ford,2014,2.4,Petrol,Manual,247174,Used,24543.86,Fiesta
393,Honda,2016,1.8,Diesel,Manual,219700,Used,34609.91,CR-V
394,Audi,2009,4.2,Petrol,Manual,287249,New,34240.31,Q5
395,Mercedes,2005,4.0,Petrol,Automatic,246514,Used,32455.6,GLA
396,Toyota,2017,1.9,Petrol,Manual,264491,Like New,49511.11,RAV4
397,BMW,2012,4.5,Hybrid,Manual,226094,Like New,98972.03,5 Series
398,Tesla,2002,3.3,Hybrid,Automatic,148182,Used,89434.74,Model X
399,Toyota,2023,4.3,Diesel,Manual,193242,New,36155.21,Corolla
400,Audi,2009,5.2,Petrol,Manual,182873,Like New,45172.66,A4
401,BMW,2013,1.8,Diesel,Automatic,124926,Used,68600.67,3 Series
402,Audi,2005,1.1,Petrol,Automatic,81147,New,6629.41,Q5
403,Ford,2002,4.9,Petrol,Manual,19199,New,82914.6,Explorer
404,BMW,2015,4.0,Petrol,Automatic,183208,Like New,88580.82,5 Series
405,Ford,2006,4.5,Diesel,Automatic,220868,Like New,86434.03,Explorer
406,Toyota,2019,5.2,Diesel,Manual,120787,New,40630.17,Corolla
407,Toyota,2013,5.0,Petrol,Automatic,114427,New,48889.95,Corolla
408,BMW,2008,5.8,Electric,Manual,148063,New,6176.89,3 Series
409,BMW,2014,3.7,Diesel,Manual,153625,Used,42942.56,X5
410,Mercedes,2020,3.4,Hybrid,Manual,220782,Like New,48740.55,GLA
411,Audi,2002,3.0,Diesel,Manual,87493,New,91162.56,Q7
412,Mercedes,2001,1.8,Petrol,Automatic,274915,Like New,89928.83,GLA
413,Audi,2001,3.9,Electric,Manual,125607,Like New,96779.22,Q7
414,Mercedes,2002,2.4,Petrol,Manual,246834,Like New,89084.97,GLA
415,Ford,2017,5.6,Hybrid,Manual,79876,New,5779.07,Fiesta
416,BMW,2013,3.9,Diesel,Manual,167071,Used,65938.78,3 Series
417,Toyota,2019,4.0,Diesel,Automatic,202959,New,11482.58,Prius
418,Audi,2017,2.8,Petrol,Automatic,243722,Like New,30896.46,A4
419,Audi,2009,1.3,Petrol,Automatic,44440,New,59939.22,Q7
420,Toyota,2001,1.2,Hybrid,Manual,31655,New,71558.31,Camry
421,Mercedes,2021,3.1,Electric,Automatic,43039,Like New,67190.04,GLA
422,Audi,2000,1.4,Hybrid,Automatic,72219,Like New,9660.54,Q7
423,Tesla,2003,4.0,Electric,Manual,186061,New,14842.37,Model S
424,Ford,2013,5.4,Diesel,Automatic,273388,New,17215.75,Fiesta
425,BMW,2000,5.4,Electric,Manual,94594,New,13684.37,X3
426,Toyota,2013,4.3,Electric,Automatic,170623,New,21932.27,Prius
427,BMW,2015,2.1,Diesel,Automatic,194302,Used,70406.34,5 Series
428,Tesla,2021,5.3,Diesel,Automatic,290515,New,83929.54,Model 3
429,Audi,2013,5.4,Diesel,Automatic,159950,Used,43837.32,Q5
430,Audi,2019,2.0,Hybrid,Manual,167229,Like New,70814.24,A3
431,Tesla,2002,4.7,Diesel,Manual,5914,Used,24001.54,Model Y
432,Toyota,2002,2.4,Petrol,Automatic,214772,Like New,97461.61,Prius
433,Ford,2008,5.0,Diesel,Manual,289324,Used,38249.76,Fiesta
434,Honda,2005,6.0,Diesel,Automatic,227561,Like New,85357.36,Accord
435,Toyota,2012,1.2,Diesel,Automatic,187435,New,94809.81,Camry
436,Honda,2020,5.5,Electric,Automatic,95213,Used,87147.83,Fit
437,Tesla,2001,4.1,Hybrid,Automatic,37805,Used,11371.43,Model S
438,Mercedes,2007,5.9,Diesel,Automatic,126599,Like New,66779.18,C-Class
439,Honda,2020,3.3,Hybrid,Automatic,153775,Like New,16408.62,Civic
440,Ford,2001,5.2,Petrol,Manual,190093,Used,5537.99,Mustang
441,Mercedes,2003,1.3,Petrol,Manual,74176,Like New,9919.43,GLA
442,Honda,2014,2.7,Diesel,Automatic,94799,New,92034.17,Civic
443,Tesla,2003,1.3,Petrol,Manual,98385,Used,91304.03,Model 3
444,Mercedes,2012,5.9,Hybrid,Automatic,235654,New,26453.32,C-Class
445,Tesla,2011,5.1,Electric,Manual,88919,Used,56970.82,Model Y
446,Honda,2012,5.3,Diesel,Manual,81462,New,95727.68,Accord
447,Tesla,2013,5.7,Petrol,Manual,179340,Used,52187.08,Model Y
448,Ford,2019,1.4,Hybrid,Automatic,165320,Like New,42389.89,Mustang
449,Honda,2017,2.9,Hybrid,Manual,31159,Used,50908.63,CR-V
450,Honda,2005,1.4,Petrol,Automatic,42039,New,80070.5,Fit
451,Honda,2010,2.1,Hybrid,Automatic,232974,Used,50341.38,Civic
452,Toyota,2001,2.1,Hybrid,Automatic,47800,New,79411.38,Camry
453,Toyota,2022,3.3,Diesel,Manual,94626,New,46011.26,Corolla
454,Toyota,2018,2.3,Hybrid,Manual,118368,New,28940.54,RAV4
455,Ford,2018,1.5,Petrol,Manual,174735,Like New,36014.91,Explorer
456,Mercedes,2004,1.8,Diesel,Automatic,80903,Used,12393.23,C-Class
457,Tesla,2018,1.7,Petrol,Automatic,118998,New,52251.21,Model X
458,Audi,2001,5.9,Electric,Manual,241324,Like New,19070.54,Q5
459,Honda,2009,4.8,Petrol,Automatic,233229,New,82096.97,Accord
460,Tesla,2001,5.8,Petrol,Manual,61748,Used,44956.1,Model S
461,Honda,2010,3.2,Diesel,Manual,41190,Like New,77675.22,CR-V
462,Ford,2017,2.4,Hybrid,Manual,40318,New,95673.74,Explorer
463,Honda,2023,5.0,Petrol,Manual,168090,New,85700.41,Accord
464,Toyota,2014,2.6,Diesel,Automatic,124078,New,95389.05,Camry
465,Audi,2008,2.5,Electric,Manual,39759,Used,58953.97,Q7
466,BMW,2022,2.2,Diesel,Manual,278642,Like New,20705.82,X3
467,Honda,2018,1.6,Diesel,Manual,25989,Like New,93862.62,Accord
468,Tesla,2008,2.3,Hybrid,Manual,156640,Like New,87507.92,Model X
469,Toyota,2002,2.8,Petrol,Manual,161171,New,87119.23,Corolla
470,BMW,2020,4.4,Electric,Manual,285626,Like New,70861.07,3 Series
471,Audi,2008,1.3,Diesel,Manual,292192,New,64367.04,Q7
472,BMW,2013,2.1,Petrol,Automatic,35814,Used,6398.77,X5
473,Toyota,2018,5.0,Petrol,Automatic,190766,Like New,76065.14,Corolla
474,Mercedes,2006,1.7,Diesel,Automatic,60204,New,13695.84,E-Class
475,Mercedes,2015,2.7,Petrol,Automatic,32844,Like New,29676.34,GLA
476,BMW,2015,5.3,Diesel,Manual,248827,Like New,57391.58,X3
477,Ford,2000,1.8,Diesel,Automatic,245256,Used,47914.6,Fiesta
478,Tesla,2003,1.4,Diesel,Automatic,21518,Like New,6498.57,Model X
479,Tesla,2003,3.4,Electric,Automatic,23052,Used,83278.58,Model S
480,BMW,2006,2.5,Diesel,Manual,256346,Like New,88486.09,X3
481,Honda,2007,3.8,Hybrid,Automatic,69803,Like New,69777.93,Fit
482,Honda,2016,5.0,Petrol,Automatic,71524,Like New,56401.45,Accord
483,Tesla,2004,1.7,Electric,Manual,224582,Like New,96270.09,Model X
484,Tesla,2006,3.9,Petrol,Automatic,67021,Like New,16395.84,Model 3
485,Mercedes,2019,3.5,Electric,Manual,211321,Like New,75101.46,GLA
486,Ford,2019,1.7,Hybrid,Automatic,282187,Used,17194.26,Explorer
487,Toyota,2003,4.1,Electric,Manual,2419,Used,41275.26,Prius
488,Honda,2005,2.4,Electric,Automatic,187964,New,60621.03,Civic
489,Tesla,2006,3.4,Electric,Automatic,121831,Like New,75023.33,Model S
490,Mercedes,2017,1.4,Petrol,Automatic,244688,Used,5353.03,GLA
491,Audi,2004,3.3,Diesel,Manual,101799,Like New,29756.8,Q5
492,Mercedes,2019,2.5,Petrol,Automatic,194941,Like New,56129.04,GLA
493,Honda,2002,5.1,Diesel,Manual,176282,Used,55623.0,Fit
494,Honda,2006,1.3,Petrol,Manual,108611,Like New,65574.51,Civic
495,Mercedes,2021,3.1,Hybrid,Manual,137559,Used,33866.09,C-Class
496,Toyota,2013,3.3,Hybrid,Manual,62112,Used,56350.28,Corolla
497,BMW,2006,4.6,Electric,Automatic,239040,New,23029.74,5 Series
498,Honda,2004,3.9,Hybrid,Automatic,278504,New,22752.86,CR-V
499,Mercedes,2021,4.3,Electric,Automatic,233451,New,59773.58,GLA
500,Tesla,2004,4.9,Diesel,Manual,221490,New,70119.9,Model X
501,Mercedes,2022,5.3,Hybrid,Automatic,265161,Like New,16438.0,GLA
502,Ford,2001,2.6,Diesel,Manual,191196,Like New,16665.04,Mustang
503,BMW,2020,3.7,Petrol,Manual,247418,New,58703.76,5 Series
504,Audi,2021,5.2,Diesel,Manual,221370,Used,30659.1,Q7
505,Toyota,2005,5.9,Petrol,Automatic,189340,Used,42277.91,Corolla
506,Audi,2014,5.4,Diesel,Automatic,66320,Used,43071.1,A3
507,BMW,2020,2.9,Diesel,Manual,235067,Used,21962.52,X3
508,BMW,2009,2.0,Hybrid,Automatic,212373,Like New,5124.89,3 Series
509,BMW,2022,3.4,Diesel,Automatic,293271,Used,86049.42,5 Series
510,Audi,2023,4.7,Hybrid,Manual,180786,Used,72925.19,Q7
511,Tesla,2006,3.5,Hybrid,Manual,294065,New,70601.16,Model 3
512,BMW,2004,3.4,Electric,Automatic,266890,Used,56917.99,3 Series
513,Mercedes,2000,5.2,Electric,Manual,65350,Like New,71592.12,E-Class
514,Audi,2012,2.8,Petrol,Manual,181417,Used,93890.4,A4
515,BMW,2020,5.3,Diesel,Automatic,240678,Used,68239.0,X5
516,Mercedes,2017,3.0,Petrol,Automatic,22063,Like New,30183.68,GLA
517,Tesla,2012,2.6,Diesel,Manual,117116,New,59203.2,Model X
518,Ford,2020,3.3,Electric,Automatic,177043,Like New,47020.82,Fiesta
519,Tesla,2020,4.8,Electric,Manual,134670,New,57859.82,Model Y
520,BMW,2017,1.6,Diesel,Manual,10564,Used,54173.0,5 Series
521,Audi,2004,2.0,Diesel,Automatic,242124,New,86583.65,A4
522,Honda,2012,5.8,Electric,Manual,227506,New,66921.01,CR-V
523,BMW,2003,1.9,Electric,Manual,86134,New,22932.06,3 Series
524,Honda,2016,3.8,Petrol,Manual,105940,Used,10986.59,Accord
525,Mercedes,2002,3.9,Electric,Automatic,62085,New,45314.56,E-Class
526,Ford,2016,3.4,Diesel,Automatic,17862,New,6483.01,Focus
527,Toyota,2010,4.2,Petrol,Automatic,272409,Used,35238.25,RAV4
528,Tesla,2020,2.1,Diesel,Manual,140777,Like New,39962.04,Model Y
529,Ford,2019,3.8,Hybrid,Manual,186351,Like New,40680.94,Explorer
530,BMW,2022,2.9,Petrol,Automatic,62471,Like New,98038.25,X3
531,Honda,2020,4.3,Diesel,Automatic,91080,Used,33870.58,Civic
532,Tesla,2003,1.7,Electric,Automatic,108007,Used,30196.61,Model X
533,Honda,2001,3.9,Hybrid,Manual,46104,Like New,17291.19,Accord
534,Audi,2019,1.9,Diesel,Automatic,40934,New,53545.84,A4
535,Honda,2015,2.4,Petrol,Manual,254606,Like New,19599.06,Fit
536,Audi,2017,2.1,Diesel,Automatic,6050,Used,63548.0,A3
537,Mercedes,2007,1.9,Hybrid,Manual,175024,New,19740.18,E-Class
538,Tesla,2002,5.1,Petrol,Manual,270628,New,59783.97,Model X
539,Tesla,2008,2.4,Hybrid,Automatic,184750,Used,83495.58,Model S
540,Toyota,2019,5.6,Diesel,Manual,31323,New,9039.84,RAV4
541,BMW,2005,5.8,Electric,Automatic,86332,Like New,44875.96,5 Series
542,Audi,2009,3.9,Electric,Manual,255540,Used,48799.65,A3
543,Toyota,2020,1.7,Diesel,Manual,254547,Used,80151.85,Prius
544,Honda,2009,2.9,Diesel,Automatic,272459,Used,49451.99,CR-V
545,Honda,2012,5.0,Diesel,Manual,157591,Used,58915.9,Accord
546,Toyota,2016,2.8,Petrol,Automatic,271251,New,80164.4,Prius
547,Tesla,2008,1.4,Hybrid,Automatic,55781,Used,58177.06,Model S
548,Honda,2016,3.8,Hybrid,Automatic,266013,Used,39038.44,Accord
549,Mercedes,2023,5.2,Hybrid,Manual,7971,New,13155.02,C-Class
550,Mercedes,2008,5.0,Diesel,Manual,254927,Used,74341.98,GLC
551,Toyota,2008,1.9,Hybrid,Manual,287795,New,87758.12,RAV4
552,Audi,2000,4.4,Diesel,Automatic,23446,New,97156.13,A4
553,Audi,2001,2.1,Petrol,Automatic,257419,Used,93026.99,A4
554,Toyota,2015,2.1,Electric,Manual,169180,Like New,80754.7,Corolla
555,Audi,2000,5.4,Diesel,Manual,3823,Used,66129.83,Q5
556,Tesla,2009,2.2,Diesel,Automatic,144526,Like New,79238.71,Model X
557,Tesla,2017,2.3,Electric,Manual,135004,New,46047.95,Model X
558,Audi,2007,1.0,Electric,Automatic,205162,Like New,61503.74,A4
559,Mercedes,2020,5.4,Petrol,Manual,67965,Used,38126.48,GLA
560,Audi,2010,5.0,Hybrid,Automatic,272654,Used,36037.38,Q7
561,Tesla,2022,4.1,Diesel,Manual,141609,Like New,76885.72,Model X
562,Ford,2001,4.8,Hybrid,Manual,105935,Used,48123.61,Explorer
563,BMW,2007,1.8,Diesel,Automatic,233705,Like New,25155.32,X5
564,Honda,2021,3.3,Petrol,Automatic,253978,New,24184.13,CR-V
565,Ford,2007,2.8,Electric,Automatic,144854,Like New,86621.37,Mustang
566,Audi,2016,1.5,Petrol,Manual,78004,Like New,69387.25,A4
567,Mercedes,2014,3.4,Electric,Automatic,22072,Like New,56874.38,GLC
568,Toyota,2016,5.6,Hybrid,Automatic,81015,Like New,43089.18,Corolla
569,Audi,2022,1.2,Hybrid,Manual,225075,New,45927.65,Q5
570,Mercedes,2023,2.5,Petrol,Automatic,220010,New,10456.34,GLA
571,BMW,2012,2.0,Electric,Automatic,72746,New,48216.46,3 Series
572,Audi,2018,2.2,Petrol,Automatic,176774,Like New,80568.22,Q5
573,Tesla,2004,5.5,Electric,Manual,128259,New,41858.72,Model X
574,Toyota,2011,3.3,Electric,Manual,30916,Used,41440.22,Camry
575,Mercedes,2000,3.3,Hybrid,Manual,27268,New,6493.08,GLA
576,Mercedes,2022,4.8,Hybrid,Automatic,175050,Like New,48494.35,E-Class
577,Mercedes,2004,1.8,Electric,Manual,243966,Used,7407.08,C-Class
578,BMW,2007,3.4,Electric,Automatic,23259,Like New,59183.2,5 Series
579,Audi,2012,3.1,Electric,Automatic,79400,Used,53144.42,Q5
580,BMW,2007,4.0,Hybrid,Automatic,296437,Like New,84800.81,3 Series
581,Honda,2022,6.0,Hybrid,Manual,111581,Like New,60269.16,Accord
582,Honda,2010,4.8,Diesel,Manual,7043,Used,35725.6,Accord
583,Audi,2000,3.0,Electric,Automatic,181502,New,54041.95,Q7
584,Tesla,2012,5.1,Diesel,Automatic,107009,Used,71472.1,Model Y
585,BMW,2018,1.9,Electric,Manual,209137,Used,13926.56,X5
586,Toyota,2023,1.2,Hybrid,Manual,161940,Used,64002.04,RAV4
587,Mercedes,2002,2.0,Diesel,Manual,288453,Used,92079.5,E-Class
588,Mercedes,2023,2.7,Diesel,Automatic,285428,Used,33417.38,GLC
589,Audi,2016,3.6,Petrol,Manual,113259,Like New,64529.38,A4
590,Tesla,2004,4.1,Electric,Manual,100804,Like New,83026.3,Model 3
591,Honda,2019,5.6,Hybrid,Manual,69000,New,53621.61,Accord
592,Honda,2020,3.5,Petrol,Automatic,84179,New,73208.06,Accord
593,Mercedes,2007,3.5,Petrol,Manual,291409,Used,34545.98,C-Class
594,Audi,2013,1.3,Electric,Automatic,260226,New,34075.55,A3
595,BMW,2003,1.2,Petrol,Automatic,23880,New,68420.48,X3
596,Honda,2010,3.8,Electric,Automatic,201264,Used,72013.84,Civic
597,BMW,2019,3.2,Petrol,Manual,172438,Like New,94015.92,X5
598,Tesla,2014,5.2,Electric,Manual,245352,Like New,26359.66,Model Y
599,Honda,2018,1.8,Hybrid,Manual,67396,New,49480.67,Civic
600,Honda,2006,1.1,Electric,Automatic,279250,Like New,28798.78,CR-V
601,Ford,2018,3.2,Electric,Manual,56731,Like New,12608.76,Focus
602,Honda,2018,2.2,Diesel,Automatic,75010,New,43306.9,Fit
603,Toyota,2010,1.2,Hybrid,Manual,249091,Used,40537.67,Prius
604,Audi,2004,4.6,Hybrid,Manual,294743,New,30691.24,A4
605,Audi,2004,1.6,Hybrid,Manual,71326,New,33214.51,A4
606,BMW,2021,4.0,Petrol,Manual,248876,New,39239.12,3 Series
607,Tesla,2007,2.4,Diesel,Automatic,9004,Used,98939.58,Model 3
608,Honda,2009,1.9,Hybrid,Automatic,115018,Used,79380.99,Civic
609,Toyota,2005,2.9,Petrol,Automatic,25792,Used,11783.11,Prius
610,BMW,2014,5.0,Petrol,Automatic,54645,Used,87879.25,5 Series
611,Ford,2015,3.0,Petrol,Manual,7232,New,65163.82,Fiesta
612,BMW,2016,4.8,Diesel,Automatic,54766,Like New,89606.41,X5
613,BMW,2007,1.6,Petrol,Automatic,120601,New,37462.42,X5
614,Honda,2007,4.9,Diesel,Automatic,81588,Used,49129.29,Fit
615,Ford,2008,2.2,Electric,Manual,179614,Like New,90141.57,Focus
616,BMW,2001,4.4,Petrol,Automatic,5913,New,30894.45,X3
617,Toyota,2014,3.8,Hybrid,Automatic,112406,Like New,91972.58,RAV4
618,Toyota,2017,5.6,Petrol,Manual,113693,Used,83707.47,Camry
619,Audi,2002,2.9,Electric,Manual,93449,Like New,98153.0,Q7
620,Ford,2016,1.3,Electric,Automatic,10567,Like New,35804.47,Mustang
621,Ford,2003,1.1,Petrol,Automatic,38379,Used,27396.55,Focus
622,Audi,2003,5.1,Electric,Manual,206040,Like New,36432.36,Q7
623,BMW,2013,3.6,Diesel,Automatic,262463,New,95691.73,3 Series
624,Ford,2008,4.9,Diesel,Manual,90005,Like New,36641.96,Fiesta
625,Toyota,2008,2.2,Petrol,Automatic,223098,New,58695.12,Prius
626,Toyota,2022,2.7,Diesel,Automatic,4791,Like New,43349.53,Camry
627,Honda,2017,1.2,Diesel,Automatic,131401,Like New,42640.91,Fit
628,Ford,2009,5.8,Hybrid,Automatic,205459,Used,23370.97,Explorer
629,BMW,2020,4.3,Petrol,Automatic,61032,Used,56022.56,X5
630,Audi,2003,5.7,Electric,Manual,175150,New,85693.4,A4
631,Audi,2011,2.3,Petrol,Manual,21300,Used,9701.08,Q7
632,BMW,2007,4.1,Diesel,Automatic,55609,Used,89476.53,X3
633,Tesla,2001,4.4,Hybrid,Automatic,191634,Used,68219.93,Model 3
634,Mercedes,2021,2.6,Petrol,Automatic,90045,Used,63590.12,GLA
635,Honda,2012,5.2,Petrol,Manual,267847,Used,64460.52,Civic
636,Audi,2020,5.7,Diesel,Manual,223717,New,33145.63,Q7
637,Ford,2015,5.4,Diesel,Manual,219162,New,44438.73,Focus
638,Honda,2001,4.7,Petrol,Manual,27676,Used,80932.55,Civic
639,Ford,2010,2.4,Diesel,Manual,220412,Used,34106.2,Focus
640,Tesla,2009,2.4,Diesel,Manual,176512,New,49651.92,Model X
641,Toyota,2014,5.8,Diesel,Manual,167995,Like New,6865.07,Corolla
642,Honda,2016,1.1,Diesel,Manual,291946,New,74688.04,CR-V
643,Audi,2007,4.6,Diesel,Automatic,124786,Like New,44681.71,A4
644,Honda,2017,4.5,Hybrid,Manual,68147,Used,54909.08,Accord
645,Honda,2022,4.1,Diesel,Manual,22075,Used,15895.49,Civic
646,Honda,2008,6.0,Electric,Manual,205788,New,99212.85,Accord
647,Mercedes,2007,2.6,Petrol,Manual,9304,Used,33734.44,GLA
648,Honda,2013,2.7,Hybrid,Automatic,129851,Like New,65324.02,Civic
649,Ford,2017,1.4,Hybrid,Manual,59622,Like New,60217.45,Fiesta
650,Toyota,2021,3.2,Diesel,Automatic,108654,New,79583.76,Camry
651,Tesla,2019,2.3,Petrol,Automatic,249109,Like New,32914.51,Model S
652,BMW,2019,2.7,Electric,Automatic,286172,New,76813.1,X3
653,Honda,2020,5.2,Diesel,Manual,39328,New,41337.66,CR-V
654,Audi,2011,5.7,Petrol,Manual,289445,Like New,44060.29,Q5
655,Honda,2018,1.9,Diesel,Manual,218348,Like New,68907.69,Accord
656,Audi,2013,2.9,Diesel,Automatic,36845,Like New,79507.15,A3
657,Ford,2016,5.6,Diesel,Automatic,76394,Like New,68352.33,Explorer
658,Audi,2023,1.3,Diesel,Automatic,175231,Like New,90488.55,Q7
659,BMW,2020,1.5,Diesel,Automatic,80722,Like New,32090.11,3 Series
660,Toyota,2002,1.8,Diesel,Manual,287374,Like New,90558.59,Corolla
661,Audi,2022,4.0,Diesel,Manual,92554,Used,17432.03,A4
662,Audi,2006,1.8,Electric,Manual,49262,New,67655.38,A4
663,Toyota,2016,5.8,Hybrid,Automatic,41722,New,57024.91,Corolla
664,BMW,2011,3.2,Electric,Automatic,171231,Like New,51990.41,X5
665,Honda,2008,3.5,Diesel,Manual,240740,New,34536.64,Civic
666,Audi,2014,2.2,Diesel,Manual,87052,Like New,52854.61,A3
667,Toyota,2017,3.4,Electric,Automatic,100808,Used,20368.47,Camry
668,Ford,2020,4.3,Electric,Manual,255416,New,40085.49,Explorer
669,Toyota,2012,4.8,Hybrid,Manual,262128,New,14374.69,Camry
670,Ford,2020,4.8,Electric,Automatic,221281,Used,59325.43,Focus
671,BMW,2007,3.9,Hybrid,Automatic,246052,Used,14097.95,X5
672,Honda,2013,5.5,Diesel,Automatic,104697,Used,20232.74,Fit
673,Toyota,2007,5.1,Petrol,Manual,231572,New,13119.35,RAV4
674,Tesla,2013,4.8,Petrol,Automatic,232842,New,41224.51,Model X
675,Tesla,2006,1.3,Petrol,Manual,96299,Used,84986.05,Model Y
676,Mercedes,2022,1.0,Petrol,Manual,165746,Used,91155.16,GLC
677,Audi,2011,2.1,Diesel,Automatic,149177,Used,11829.5,A3
678,BMW,2010,4.3,Petrol,Manual,160811,Used,65282.26,X5
679,Toyota,2021,3.1,Electric,Automatic,163041,Used,70016.62,Prius
680,Tesla,2021,3.0,Electric,Automatic,14497,Like New,55708.14,Model X
681,Audi,2010,5.4,Petrol,Manual,254204,Used,68363.56,Q5
682,Tesla,2021,5.5,Electric,Manual,257471,Like New,27200.62,Model Y
683,Toyota,2012,5.5,Hybrid,Automatic,92019,New,51516.2,RAV4
684,Ford,2017,2.6,Diesel,Automatic,190326,New,42133.21,Explorer
685,Toyota,2001,4.5,Petrol,Automatic,109017,Like New,13522.26,Prius
686,Mercedes,2020,2.4,Petrol,Automatic,218220,Used,64427.86,C-Class
687,Toyota,2014,2.0,Diesel,Automatic,105153,New,52045.44,Corolla
688,Toyota,2019,1.9,Electric,Automatic,33826,Used,31141.53,RAV4
689,Mercedes,2017,2.7,Diesel,Manual,110034,Used,50000.1,C-Class
690,BMW,2014,3.1,Diesel,Manual,84242,Like New,78653.31,5 Series
691,Toyota,2018,5.2,Electric,Manual,50100,New,81157.49,RAV4
692,Mercedes,2022,1.6,Diesel,Manual,221171,New,66704.98,GLC
693,Audi,2023,4.7,Electric,Automatic,12809,Like New,49436.04,Q5
694,Ford,2011,3.7,Electric,Manual,64450,Used,59696.22,Explorer
695,Ford,2012,2.4,Diesel,Manual,111126,Used,41576.46,Focus
696,Toyota,2021,3.5,Hybrid,Automatic,264237,New,17022.85,RAV4
697,BMW,2010,2.5,Electric,Manual,44498,Like New,41633.96,X5
698,BMW,2004,4.0,Diesel,Automatic,116251,Like New,55381.61,X3
699,Audi,2000,3.2,Electric,Automatic,40985,Used,61889.23,Q7
700,Toyota,2023,1.8,Hybrid,Automatic,294153,Used,93901.09,Corolla
701,Ford,2002,1.6,Hybrid,Automatic,17718,Like New,78846.68,Fiesta
702,BMW,2021,3.7,Petrol,Automatic,278849,New,19439.29,X3
703,Toyota,2018,5.5,Electric,Manual,62598,Used,21547.31,Prius
704,Tesla,2022,2.7,Electric,Manual,274383,Like New,14547.0,Model 3
705,BMW,2006,4.7,Diesel,Manual,46665,Like New,75127.26,3 Series
706,Mercedes,2011,4.3,Electric,Automatic,294418,Like New,72081.62,C-Class
707,Tesla,2014,5.7,Petrol,Manual,146075,New,98704.48,Model 3
708,BMW,2004,5.1,Hybrid,Manual,161938,Used,54592.22,X5
709,Ford,2014,3.8,Hybrid,Manual,153060,Used,83509.42,Focus
710,Honda,2007,4.3,Petrol,Manual,221516,Used,59761.79,CR-V
711,Tesla,2009,5.5,Electric,Automatic,136746,New,88038.24,Model Y
712,Audi,2015,3.0,Electric,Manual,201610,Used,73497.0,A4
713,Audi,2007,2.6,Petrol,Automatic,66446,Used,66073.98,A3
714,Ford,2000,1.1,Diesel,Automatic,29072,Used,58686.65,Mustang
715,BMW,2011,5.1,Hybrid,Manual,33717,Used,73682.2,3 Series
716,Toyota,2004,5.0,Petrol,Automatic,218417,New,44867.12,Prius
717,BMW,2002,1.5,Petrol,Automatic,157723,Like New,14174.78,X3
718,Ford,2000,3.9,Electric,Automatic,109525,Like New,8798.68,Focus
719,Audi,2003,3.3,Hybrid,Automatic,213092,Used,50507.25,Q7
720,BMW,2007,1.6,Electric,Automatic,4646,Used,61932.7,3 Series
721,Audi,2002,5.9,Petrol,Automatic,175403,Used,12490.66,A3
722,Tesla,2009,2.1,Diesel,Automatic,284329,New,32255.84,Model S
723,Toyota,2001,1.3,Hybrid,Manual,229728,Used,35593.06,Corolla
724,Tesla,2010,4.0,Petrol,Manual,52107,New,58465.58,Model Y
